date,state,county,cases,rank
2020-04-26,Illinois,other,5554,100
2020-04-26,Illinois,Cook,11169,1
2020-04-26,Kentucky,other,512,100
2020-04-26,Kentucky,Fayette,19,3
2020-04-26,Kentucky,Jefferson,244,1
2020-04-26,Kentucky,other,66,4
2020-04-26,Kentucky,Warren,168,2
2020-04-26,Maryland,other,1330,100
2020-04-26,Maryland,other,449,4
2020-04-26,Maryland,other,455,5
2020-04-26,Maryland,Baltimore,800,3
2020-04-26,Maryland,Montgomery,1443,2
2020-04-26,Maryland,Prince George's,2247,1
2020-04-26,Michigan,other,3327,100
2020-04-26,Michigan,Oakland,594,2
2020-04-26,Michigan,Wayne,1558,1
2020-04-26,Michigan,Macomb,527,3
2020-04-26,Missouri,Kansas City,111,3
2020-04-26,Missouri,other,489,100
2020-04-26,Missouri,St. Louis,526,1
2020-04-26,Missouri,St. Louis city,201,2
2020-04-26,Nebraska,other,824,100
2020-04-26,Nebraska,Dakota,480,2
2020-04-26,Nebraska,other,166,5
2020-04-26,Nebraska,Douglas,429,1
2020-04-26,Nebraska,Hall,349,3
2020-04-26,Nebraska,other,179,4
2020-04-26,New York,New York City,17639,1
2020-04-26,New York,other,13594,100
2020-04-26,Oklahoma,other,213,100
2020-04-26,Oklahoma,other,30,4
2020-04-26,Oklahoma,other,8,6
2020-04-26,Oklahoma,Oklahoma,128,1
2020-04-26,Oklahoma,Texas,104,3
2020-04-26,Oklahoma,Tulsa,128,2
2020-04-26,Oklahoma,other,46,5
2020-04-26,Virginia,other,3029,100
2020-04-26,Virginia,Fairfax,1301,1
2020-04-26,Virginia,Loudoun,317,3
2020-04-26,Virginia,Prince William,716,2
2020-04-26,Louisiana,other,1360,100
2020-04-26,Louisiana,other,169,4
2020-04-26,Louisiana,East Baton Rouge,334,3
2020-04-26,Louisiana,Jefferson,355,1
2020-04-26,Louisiana,Orleans,227,2
2020-04-26,Louisiana,other,183,5
2020-04-26,Minnesota,other,1401,100
2020-04-26,Minnesota,Stearns,493,3
2020-04-26,Minnesota,Hennepin,693,1
2020-04-26,Minnesota,Ramsey,192,2
2020-04-26,Tennessee,other,753,100
2020-04-26,Tennessee,other,160,4
2020-04-26,Tennessee,Shelby,586,2
2020-04-26,Tennessee,Trousdale,1297,3
2020-04-26,Tennessee,Davidson,662,1
2020-04-26,Wisconsin,other,645,100
2020-04-26,Wisconsin,Milwaukee,622,1
2020-04-26,Wisconsin,Racine,153,3
2020-04-26,Wisconsin,Brown,552,2
2020-04-26,California,other,5375,100
2020-04-26,California,Los Angeles,5787,1
2020-04-26,New Jersey,other,1868,100
2020-04-26,New Jersey,Bergen,1236,2
2020-04-26,New Jersey,other,726,13
2020-04-26,New Jersey,other,903,11
2020-04-26,New Jersey,Essex,1728,3
2020-04-26,New Jersey,Hudson,2034,1
2020-04-26,New Jersey,other,1026,9
2020-04-26,New Jersey,other,2138,5
2020-04-26,New Jersey,other,677,8
2020-04-26,New Jersey,other,585,10
2020-04-26,New Jersey,other,881,7
2020-04-26,New Jersey,other,2344,4
2020-04-26,New Jersey,other,575,12
2020-04-26,New Jersey,other,1473,6
2020-04-26,New Mexico,Bernalillo,213,3
2020-04-26,New Mexico,other,128,100
2020-04-26,New Mexico,McKinley,408,1
2020-04-26,New Mexico,other,45,4
2020-04-26,New Mexico,San Juan,275,2
2020-04-26,Washington,other,476,100
2020-04-26,Washington,King,694,1
2020-04-26,Washington,other,177,4
2020-04-26,Washington,Snohomish,195,3
2020-04-26,Washington,Yakima,227,2
2020-04-26,Connecticut,other,470,100
2020-04-26,Connecticut,Fairfield,1428,1
2020-04-26,Connecticut,Hartford,1351,3
2020-04-26,Connecticut,New Haven,1515,2
2020-04-26,Mississippi,other,580,100
2020-04-26,Mississippi,other,24,21
2020-04-26,Mississippi,other,37,14
2020-04-26,Mississippi,other,46,13
2020-04-26,Mississippi,other,31,8
2020-04-26,Mississippi,other,45,7
2020-04-26,Mississippi,other,23,19
2020-04-26,Mississippi,Hinds,93,1
2020-04-26,Mississippi,other,94,10
2020-04-26,Mississippi,other,30,12
2020-04-26,Mississippi,other,52,6
2020-04-26,Mississippi,other,29,20
2020-04-26,Mississippi,Lauderdale,94,2
2020-04-26,Mississippi,other,80,9
2020-04-26,Mississippi,other,34,17
2020-04-26,Mississippi,other,14,18
2020-04-26,Mississippi,Madison,82,3
2020-04-26,Mississippi,other,50,16
2020-04-26,Mississippi,other,93,5
2020-04-26,Mississippi,other,30,15
2020-04-26,Mississippi,other,28,22
2020-04-26,Mississippi,other,20,23
2020-04-26,Mississippi,other,114,4
2020-04-26,Puerto Rico,Unknown,448,1
2020-04-26,North Dakota,other,41,100
2020-04-26,North Dakota,Cass,215,1
2020-04-26,North Dakota,Grand Forks,92,2
2020-04-26,Pennsylvania,other,3746,100
2020-04-26,Pennsylvania,other,801,4
2020-04-26,Pennsylvania,Delaware,840,3
2020-04-26,Pennsylvania,Montgomery,860,2
2020-04-26,Pennsylvania,Philadelphia,3198,1
2020-04-26,Rhode Island,other,254,100
2020-04-26,Rhode Island,Providence,1906,1
2020-04-26,South Dakota,other,109,100
2020-04-26,South Dakota,Minnehaha,327,1
2020-04-26,Massachusetts,other,8,100
2020-04-26,Massachusetts,other,1087,7
2020-04-26,Massachusetts,Essex,2150,3
2020-04-26,Massachusetts,other,774,8
2020-04-26,Massachusetts,Middlesex,2795,1
2020-04-26,Massachusetts,other,1015,5
2020-04-26,Massachusetts,other,1029,6
2020-04-26,Massachusetts,Suffolk,2388,2
2020-04-26,Massachusetts,other,1669,4
2020-04-26,New Hampshire,other,123,100
2020-04-26,New Hampshire,Hillsborough,278,1
2020-04-26,New Hampshire,Rockingham,235,2
2020-04-26,West Virginia,other,77,100
2020-04-26,West Virginia,other,6,5
2020-04-26,West Virginia,Jefferson,8,3
2020-04-26,West Virginia,Kanawha,20,2
2020-04-26,West Virginia,other,8,4
2020-04-26,West Virginia,other,0,6
2020-04-26,West Virginia,other,7,7
2020-04-26,West Virginia,Berkeley,26,1
2020-04-26,West Virginia,other,6,8
2020-04-26,North Carolina,other,1822,100
2020-04-26,North Carolina,other,109,7
2020-04-26,North Carolina,Wake,225,2
2020-04-26,North Carolina,other,56,6
2020-04-26,North Carolina,Durham,238,3
2020-04-26,North Carolina,other,117,5
2020-04-26,North Carolina,other,144,4
2020-04-26,North Carolina,Mecklenburg,249,1
2020-04-26,South Carolina,other,428,100
2020-04-26,South Carolina,other,97,4
2020-04-26,South Carolina,Richland,159,1
2020-04-26,South Carolina,other,59,6
2020-04-26,South Carolina,other,35,9
2020-04-26,South Carolina,other,42,8
2020-04-26,South Carolina,other,16,10
2020-04-26,South Carolina,other,32,5
2020-04-26,South Carolina,other,46,12
2020-04-26,South Carolina,Florence,87,3
2020-04-26,South Carolina,Greenville,185,2
2020-04-26,South Carolina,other,22,7
2020-04-26,South Carolina,other,28,11
2020-04-26,Virgin Islands,Unknown,11,1
2020-04-26,District of Columbia,District of Columbia,1098,1
2020-04-26,Northern Mariana Islands,Unknown,0,1
2020-05-03,Guam,Unknown,3,1
2020-05-03,Iowa,other,1147,100
2020-05-03,Iowa,Black Hawk,222,3
2020-05-03,Iowa,other,145,6
2020-05-03,Iowa,other,114,4
2020-05-03,Iowa,other,157,5
2020-05-03,Iowa,Polk,844,1
2020-05-03,Iowa,Woodbury,480,2
2020-05-03,Ohio,other,1514,100
2020-05-03,Ohio,Cuyahoga,450,2
2020-05-03,Ohio,Franklin,1012,1
2020-05-03,Ohio,other,378,4
2020-05-03,Ohio,other,379,5
2020-05-03,Ohio,other,221,7
2020-05-03,Ohio,Marion,87,3
2020-05-03,Ohio,other,120,6
2020-05-03,Ohio,other,201,8
2020-05-03,Utah,other,227,100
2020-05-03,Utah,Salt Lake,597,1
2020-05-03,Utah,Utah,297,2
2020-05-03,Idaho,Ada,28,1
2020-05-03,Idaho,other,42,100
2020-05-03,Idaho,Blaine,6,2
2020-05-03,Idaho,other,14,4
2020-05-03,Idaho,other,16,5
2020-05-03,Idaho,Twin Falls,63,3
2020-05-03,Maine,other,22,100
2020-05-03,Maine,Androscoggin,28,3
2020-05-03,Maine,Cumberland,158,1
2020-05-03,Maine,York,46,2
2020-05-03,Texas,other,2868,100
2020-05-03,Texas,other,336,6
2020-05-03,Texas,Tarrant,707,3
2020-05-03,Texas,other,381,4
2020-05-03,Texas,Harris,1095,1
2020-05-03,Texas,other,302,5
2020-05-03,Texas,Dallas,1720,2
2020-05-03,Alaska,other,4,100
2020-05-03,Alaska,Fairbanks North Star Borough,0,2
2020-05-03,Alaska,Anchorage,9,1
2020-05-03,Hawaii,other,2,100
2020-05-03,Hawaii,Honolulu,7,1
2020-05-03,Hawaii,Maui,0,2
2020-05-03,Kansas,other,182,100
2020-05-03,Kansas,Finney,399,2
2020-05-03,Kansas,Ford,294,1
2020-05-03,Kansas,other,104,6
2020-05-03,Kansas,other,524,4
2020-05-03,Kansas,other,81,8
2020-05-03,Kansas,other,40,7
2020-05-03,Kansas,other,142,5
2020-05-03,Kansas,Wyandotte,291,3
2020-05-03,Nevada,other,48,100
2020-05-03,Nevada,Clark,479,1
2020-05-03,Nevada,Washoe,128,2
2020-05-03,Oregon,other,170,100
2020-05-03,Oregon,other,32,4
2020-05-03,Oregon,Marion,140,2
2020-05-03,Oregon,Multnomah,129,1
2020-05-03,Oregon,Washington,53,3
2020-05-03,Alabama,other,971,100
2020-05-03,Alabama,other,116,7
2020-05-03,Alabama,Jefferson,163,2
2020-05-03,Alabama,other,25,6
2020-05-03,Alabama,other,209,5
2020-05-03,Alabama,Mobile,280,1
2020-05-03,Alabama,Montgomery,197,3
2020-05-03,Alabama,other,38,8
2020-05-03,Alabama,other,58,4
2020-05-03,Arizona,other,984,100
2020-05-03,Arizona,Maricopa,1358,1
2020-05-03,Arizona,Pima,254,2
2020-05-03,Florida,other,2088,100
2020-05-03,Florida,Miami-Dade,1209,1
2020-05-03,Florida,Palm Beach,718,3
2020-05-03,Florida,Broward,523,2
2020-05-03,Georgia,other,98,7
2020-05-03,Georgia,other,1982,100
2020-05-03,Georgia,other,124,8
2020-05-03,Georgia,other,379,4
2020-05-03,Georgia,DeKalb,341,2
2020-05-03,Georgia,other,53,6
2020-05-03,Georgia,Fulton,457,1
2020-05-03,Georgia,Gwinnett,469,3
2020-05-03,Georgia,other,308,5
2020-05-03,Indiana,other,2927,100
2020-05-03,Indiana,Lake,401,2
2020-05-03,Indiana,Marion,1282,1
2020-05-03,Montana,other,1,100
2020-05-03,Montana,other,0,4
2020-05-03,Montana,Gallatin,3,1
2020-05-03,Montana,Missoula,0,3
2020-05-03,Montana,Yellowstone,0,2
2020-05-03,Vermont,other,25,100
2020-05-03,Vermont,Chittenden,9,1
2020-05-03,Vermont,Franklin,1,2
2020-05-03,Wyoming,other,9,100
2020-05-03,Wyoming,Fremont,52,1
2020-05-03,Wyoming,Laramie,12,2
2020-05-03,Wyoming,other,0,4
2020-05-03,Wyoming,Teton,1,3
2020-05-03,Arkansas,other,-24,9
2020-05-03,Arkansas,other,131,100
2020-05-03,Arkansas,St. Francis,21,3
2020-05-03,Arkansas,other,18,6
2020-05-03,Arkansas,other,4,5
2020-05-03,Arkansas,other,11,8
2020-05-03,Arkansas,other,12,7
2020-05-03,Arkansas,other,48,4
2020-05-03,Arkansas,Lincoln,90,1
2020-05-03,Arkansas,Pulaski,64,2
2020-05-03,Colorado,Adams,475,3
2020-05-03,Colorado,other,688,100
2020-05-03,Colorado,Arapahoe,603,2
2020-05-03,Colorado,Denver,779,1
2020-05-03,Colorado,other,121,6
2020-05-03,Colorado,other,243,5
2020-05-03,Colorado,other,284,4
2020-05-03,Delaware,other,5,100
2020-05-03,Delaware,Kent,192,3
2020-05-03,Delaware,New Castle,411,2
2020-05-03,Delaware,Sussex,631,1
2020-05-03,Illinois,other,6260,100
2020-05-03,Illinois,Cook,11447,1
2020-05-03,Kentucky,other,909,100
2020-05-03,Kentucky,Fayette,132,3
2020-05-03,Kentucky,Jefferson,277,1
2020-05-03,Kentucky,other,91,4
2020-05-03,Kentucky,Warren,178,2
2020-05-03,Maryland,other,1244,100
2020-05-03,Maryland,other,971,4
2020-05-03,Maryland,other,488,5
2020-05-03,Maryland,Baltimore,556,3
2020-05-03,Maryland,Montgomery,1643,2
2020-05-03,Maryland,Prince George's,2168,1
2020-05-03,Michigan,other,2120,100
2020-05-03,Michigan,Oakland,217,2
2020-05-03,Michigan,Wayne,854,1
2020-05-03,Michigan,Macomb,353,3
2020-05-03,Missouri,Kansas City,155,3
2020-05-03,Missouri,other,647,100
2020-05-03,Missouri,St. Louis,483,1
2020-05-03,Missouri,St. Louis city,298,2
2020-05-03,Nebraska,other,1046,100
2020-05-03,Nebraska,Dakota,465,2
2020-05-03,Nebraska,other,187,5
2020-05-03,Nebraska,Douglas,690,1
2020-05-03,Nebraska,Hall,165,3
2020-05-03,Nebraska,other,307,4
2020-05-03,New York,New York City,11173,1
2020-05-03,New York,other,9212,100
2020-05-03,Oklahoma,other,179,100
2020-05-03,Oklahoma,other,25,4
2020-05-03,Oklahoma,other,40,6
2020-05-03,Oklahoma,Oklahoma,105,1
2020-05-03,Oklahoma,Texas,173,3
2020-05-03,Oklahoma,Tulsa,88,2
2020-05-03,Oklahoma,other,28,5
2020-05-03,Virginia,other,3006,100
2020-05-03,Virginia,Fairfax,1564,1
2020-05-03,Virginia,Loudoun,246,3
2020-05-03,Virginia,Prince William,648,2
2020-05-03,Louisiana,other,1248,100
2020-05-03,Louisiana,other,142,4
2020-05-03,Louisiana,East Baton Rouge,294,3
2020-05-03,Louisiana,Jefferson,317,1
2020-05-03,Louisiana,Orleans,150,2
2020-05-03,Louisiana,other,126,5
2020-05-03,Minnesota,other,1921,100
2020-05-03,Minnesota,Stearns,817,3
2020-05-03,Minnesota,Hennepin,1399,1
2020-05-03,Minnesota,Ramsey,422,2
2020-05-03,Tennessee,other,804,100
2020-05-03,Tennessee,other,173,4
2020-05-03,Tennessee,Shelby,517,2
2020-05-03,Tennessee,Trousdale,13,3
2020-05-03,Tennessee,Davidson,711,1
2020-05-03,Wisconsin,other,737,100
2020-05-03,Wisconsin,Milwaukee,707,1
2020-05-03,Wisconsin,Racine,272,3
2020-05-03,Wisconsin,Brown,562,2
2020-05-03,California,other,6767,100
2020-05-03,California,Los Angeles,6303,1
2020-05-03,New Jersey,other,1559,100
2020-05-03,New Jersey,Bergen,830,2
2020-05-03,New Jersey,other,652,13
2020-05-03,New Jersey,other,985,11
2020-05-03,New Jersey,Essex,1117,3
2020-05-03,New Jersey,Hudson,1274,1
2020-05-03,New Jersey,other,962,9
2020-05-03,New Jersey,other,1546,5
2020-05-03,New Jersey,other,617,8
2020-05-03,New Jersey,other,427,10
2020-05-03,New Jersey,other,674,7
2020-05-03,New Jersey,other,1346,4
2020-05-03,New Jersey,other,391,12
2020-05-03,New Jersey,other,988,6
2020-05-03,New Mexico,Bernalillo,167,3
2020-05-03,New Mexico,other,140,100
2020-05-03,New Mexico,McKinley,392,1
2020-05-03,New Mexico,other,42,4
2020-05-03,New Mexico,San Juan,305,2
2020-05-03,Washington,other,626,100
2020-05-03,Washington,King,495,1
2020-05-03,Washington,other,184,4
2020-05-03,Washington,Snohomish,425,3
2020-05-03,Washington,Yakima,463,2
2020-05-03,Connecticut,other,349,100
2020-05-03,Connecticut,Fairfield,1229,1
2020-05-03,Connecticut,Hartford,993,3
2020-05-03,Connecticut,New Haven,1067,2
2020-05-03,Mississippi,other,622,100
2020-05-03,Mississippi,other,18,21
2020-05-03,Mississippi,other,74,14
2020-05-03,Mississippi,other,43,13
2020-05-03,Mississippi,other,39,8
2020-05-03,Mississippi,other,83,7
2020-05-03,Mississippi,other,17,19
2020-05-03,Mississippi,Hinds,158,1
2020-05-03,Mississippi,other,98,10
2020-05-03,Mississippi,other,8,12
2020-05-03,Mississippi,other,75,6
2020-05-03,Mississippi,other,31,20
2020-05-03,Mississippi,Lauderdale,93,2
2020-05-03,Mississippi,other,70,9
2020-05-03,Mississippi,other,20,17
2020-05-03,Mississippi,other,34,18
2020-05-03,Mississippi,Madison,154,3
2020-05-03,Mississippi,other,27,16
2020-05-03,Mississippi,other,95,5
2020-05-03,Mississippi,other,49,15
2020-05-03,Mississippi,other,14,22
2020-05-03,Mississippi,other,15,23
2020-05-03,Mississippi,other,100,4
2020-05-03,Puerto Rico,Unknown,418,1
2020-05-03,North Dakota,other,77,100
2020-05-03,North Dakota,Cass,209,1
2020-05-03,North Dakota,Grand Forks,19,2
2020-05-03,Pennsylvania,other,3184,100
2020-05-03,Pennsylvania,other,582,4
2020-05-03,Pennsylvania,Delaware,841,3
2020-05-03,Pennsylvania,Montgomery,629,2
2020-05-03,Pennsylvania,Philadelphia,2354,1
2020-05-03,Rhode Island,other,1384,100
2020-05-03,Rhode Island,Providence,316,1
2020-05-03,South Dakota,other,159,100
2020-05-03,South Dakota,Minnehaha,644,1
2020-05-03,Massachusetts,other,200,100
2020-05-03,Massachusetts,other,931,7
2020-05-03,Massachusetts,Essex,1849,3
2020-05-03,Massachusetts,other,644,8
2020-05-03,Massachusetts,Middlesex,2259,1
2020-05-03,Massachusetts,other,700,5
2020-05-03,Massachusetts,other,902,6
2020-05-03,Massachusetts,Suffolk,1513,2
2020-05-03,Massachusetts,other,1482,4
2020-05-03,New Hampshire,other,100,100
2020-05-03,New Hampshire,Hillsborough,346,1
2020-05-03,New Hampshire,Rockingham,136,2
2020-05-03,West Virginia,other,81,100
2020-05-03,West Virginia,other,6,5
2020-05-03,West Virginia,Jefferson,9,3
2020-05-03,West Virginia,Kanawha,14,2
2020-05-03,West Virginia,other,7,4
2020-05-03,West Virginia,other,1,6
2020-05-03,West Virginia,other,4,7
2020-05-03,West Virginia,Berkeley,31,1
2020-05-03,West Virginia,other,8,8
2020-05-03,North Carolina,other,1808,100
2020-05-03,North Carolina,other,164,7
2020-05-03,North Carolina,Wake,143,2
2020-05-03,North Carolina,other,52,6
2020-05-03,North Carolina,Durham,121,3
2020-05-03,North Carolina,other,103,5
2020-05-03,North Carolina,other,137,4
2020-05-03,North Carolina,Mecklenburg,344,1
2020-05-03,South Carolina,other,395,100
2020-05-03,South Carolina,other,58,4
2020-05-03,South Carolina,Richland,136,1
2020-05-03,South Carolina,other,34,6
2020-05-03,South Carolina,other,38,9
2020-05-03,South Carolina,other,18,8
2020-05-03,South Carolina,other,4,10
2020-05-03,South Carolina,other,26,5
2020-05-03,South Carolina,other,44,12
2020-05-03,South Carolina,Florence,83,3
2020-05-03,South Carolina,Greenville,163,2
2020-05-03,South Carolina,other,33,7
2020-05-03,South Carolina,other,10,11
2020-05-03,Virgin Islands,Unknown,3,1
2020-05-03,District of Columbia,District of Columbia,1305,1
2020-05-03,Northern Mariana Islands,Unknown,2,1
2020-05-10,Guam,Unknown,3,1
2020-05-10,Iowa,other,1043,100
2020-05-10,Iowa,Black Hawk,94,3
2020-05-10,Iowa,other,113,6
2020-05-10,Iowa,other,73,4
2020-05-10,Iowa,other,76,5
2020-05-10,Iowa,Polk,651,1
2020-05-10,Iowa,Woodbury,603,2
2020-05-10,Ohio,other,1645,100
2020-05-10,Ohio,Cuyahoga,468,2
2020-05-10,Ohio,Franklin,710,1
2020-05-10,Ohio,other,276,4
2020-05-10,Ohio,other,235,5
2020-05-10,Ohio,other,95,7
2020-05-10,Ohio,Marion,68,3
2020-05-10,Ohio,other,167,6
2020-05-10,Ohio,other,115,8
2020-05-10,Utah,other,243,100
2020-05-10,Utah,Salt Lake,579,1
2020-05-10,Utah,Utah,153,2
2020-05-10,Idaho,Ada,40,1
2020-05-10,Idaho,other,56,100
2020-05-10,Idaho,Blaine,5,2
2020-05-10,Idaho,other,5,4
2020-05-10,Idaho,other,24,5
2020-05-10,Idaho,Twin Falls,59,3
2020-05-10,Maine,other,34,100
2020-05-10,Maine,Androscoggin,38,3
2020-05-10,Maine,Cumberland,136,1
2020-05-10,Maine,York,32,2
2020-05-10,Texas,other,3953,100
2020-05-10,Texas,other,404,6
2020-05-10,Texas,Tarrant,1140,3
2020-05-10,Texas,other,330,4
2020-05-10,Texas,Harris,1323,1
2020-05-10,Texas,other,233,5
2020-05-10,Texas,Dallas,1631,2
2020-05-10,Alaska,other,5,100
2020-05-10,Alaska,Fairbanks North Star Borough,2,2
2020-05-10,Alaska,Anchorage,8,1
2020-05-10,Hawaii,other,1,100
2020-05-10,Hawaii,Honolulu,8,1
2020-05-10,Hawaii,Maui,0,2
2020-05-10,Kansas,other,154,100
2020-05-10,Kansas,Finney,332,2
2020-05-10,Kansas,Ford,235,1
2020-05-10,Kansas,other,58,6
2020-05-10,Kansas,other,48,4
2020-05-10,Kansas,other,37,8
2020-05-10,Kansas,other,76,7
2020-05-10,Kansas,other,77,5
2020-05-10,Kansas,Wyandotte,119,3
2020-05-10,Nevada,other,45,100
2020-05-10,Nevada,Clark,594,1
2020-05-10,Nevada,Washoe,125,2
2020-05-10,Oregon,other,84,100
2020-05-10,Oregon,other,25,4
2020-05-10,Oregon,Marion,161,2
2020-05-10,Oregon,Multnomah,116,1
2020-05-10,Oregon,Washington,66,3
2020-05-10,Alabama,other,1020,100
2020-05-10,Alabama,other,113,7
2020-05-10,Alabama,Jefferson,190,2
2020-05-10,Alabama,other,26,6
2020-05-10,Alabama,other,81,5
2020-05-10,Alabama,Mobile,229,1
2020-05-10,Alabama,Montgomery,240,3
2020-05-10,Alabama,other,36,8
2020-05-10,Alabama,other,71,4
2020-05-10,Arizona,other,1127,100
2020-05-10,Arizona,Maricopa,1317,1
2020-05-10,Arizona,Pima,227,2
2020-05-10,Florida,other,2222,100
2020-05-10,Florida,Miami-Dade,1525,1
2020-05-10,Florida,Palm Beach,642,3
2020-05-10,Florida,Broward,421,2
2020-05-10,Georgia,other,1037,7
2020-05-10,Georgia,other,1669,100
2020-05-10,Georgia,other,101,8
2020-05-10,Georgia,other,279,4
2020-05-10,Georgia,DeKalb,311,2
2020-05-10,Georgia,other,75,6
2020-05-10,Georgia,Fulton,364,1
2020-05-10,Georgia,Gwinnett,194,3
2020-05-10,Georgia,other,144,5
2020-05-10,Indiana,other,2330,100
2020-05-10,Indiana,Lake,424,2
2020-05-10,Indiana,Marion,926,1
2020-05-10,Montana,other,7,100
2020-05-10,Montana,other,0,4
2020-05-10,Montana,Gallatin,0,1
2020-05-10,Montana,Missoula,0,3
2020-05-10,Montana,Yellowstone,3,2
2020-05-10,Vermont,other,10,100
2020-05-10,Vermont,Chittenden,3,1
2020-05-10,Vermont,Franklin,0,2
2020-05-10,Wyoming,other,23,100
2020-05-10,Wyoming,Fremont,40,1
2020-05-10,Wyoming,Laramie,18,2
2020-05-10,Wyoming,other,5,4
2020-05-10,Wyoming,Teton,2,3
2020-05-10,Arkansas,other,-23,9
2020-05-10,Arkansas,other,228,100
2020-05-10,Arkansas,St. Francis,227,3
2020-05-10,Arkansas,other,36,6
2020-05-10,Arkansas,other,28,5
2020-05-10,Arkansas,other,45,8
2020-05-10,Arkansas,other,25,7
2020-05-10,Arkansas,other,136,4
2020-05-10,Arkansas,Lincoln,48,1
2020-05-10,Arkansas,Pulaski,80,2
2020-05-10,Colorado,Adams,370,3
2020-05-10,Colorado,other,502,100
2020-05-10,Colorado,Arapahoe,424,2
2020-05-10,Colorado,Denver,547,1
2020-05-10,Colorado,other,182,6
2020-05-10,Colorado,other,173,5
2020-05-10,Colorado,other,161,4
2020-05-10,Delaware,other,19,100
2020-05-10,Delaware,Kent,191,3
2020-05-10,Delaware,New Castle,392,2
2020-05-10,Delaware,Sussex,668,1
2020-05-10,Illinois,other,7192,100
2020-05-10,Illinois,Cook,9538,1
2020-05-10,Kentucky,other,552,100
2020-05-10,Kentucky,Fayette,164,3
2020-05-10,Kentucky,Jefferson,280,1
2020-05-10,Kentucky,other,61,4
2020-05-10,Kentucky,Warren,246,2
2020-05-10,Maryland,other,1425,100
2020-05-10,Maryland,other,510,4
2020-05-10,Maryland,other,428,5
2020-05-10,Maryland,Baltimore,813,3
2020-05-10,Maryland,Montgomery,1438,2
2020-05-10,Maryland,Prince George's,1831,1
2020-05-10,Michigan,other,2009,100
2020-05-10,Michigan,Oakland,331,2
2020-05-10,Michigan,Wayne,1056,1
2020-05-10,Michigan,Macomb,285,3
2020-05-10,Missouri,Kansas City,111,3
2020-05-10,Missouri,other,418,100
2020-05-10,Missouri,St. Louis,379,1
2020-05-10,Missouri,St. Louis city,147,2
2020-05-10,Nebraska,other,654,100
2020-05-10,Nebraska,Dakota,102,2
2020-05-10,Nebraska,other,99,5
2020-05-10,Nebraska,Douglas,804,1
2020-05-10,Nebraska,Hall,99,3
2020-05-10,Nebraska,other,185,4
2020-05-10,New York,New York City,7818,1
2020-05-10,New York,other,6799,100
2020-05-10,Oklahoma,other,101,100
2020-05-10,Oklahoma,other,11,4
2020-05-10,Oklahoma,other,91,6
2020-05-10,Oklahoma,Oklahoma,143,1
2020-05-10,Oklahoma,Texas,313,3
2020-05-10,Oklahoma,Tulsa,81,2
2020-05-10,Oklahoma,other,6,5
2020-05-10,Virginia,other,3393,100
2020-05-10,Virginia,Fairfax,1776,1
2020-05-10,Virginia,Loudoun,303,3
2020-05-10,Virginia,Prince William,1015,2
2020-05-10,Louisiana,other,1427,100
2020-05-10,Louisiana,other,121,4
2020-05-10,Louisiana,East Baton Rouge,661,3
2020-05-10,Louisiana,Jefferson,303,1
2020-05-10,Louisiana,Orleans,107,2
2020-05-10,Louisiana,other,81,5
2020-05-10,Minnesota,other,1770,100
2020-05-10,Minnesota,Stearns,327,3
2020-05-10,Minnesota,Hennepin,1551,1
2020-05-10,Minnesota,Ramsey,541,2
2020-05-10,Tennessee,other,1425,100
2020-05-10,Tennessee,other,127,4
2020-05-10,Tennessee,Shelby,492,2
2020-05-10,Tennessee,Trousdale,25,3
2020-05-10,Tennessee,Davidson,463,1
2020-05-10,Wisconsin,other,785,100
2020-05-10,Wisconsin,Milwaukee,1082,1
2020-05-10,Wisconsin,Racine,324,3
2020-05-10,Wisconsin,Brown,236,2
2020-05-10,California,other,6003,100
2020-05-10,California,Los Angeles,6106,1
2020-05-10,New Jersey,other,1459,100
2020-05-10,New Jersey,Bergen,442,2
2020-05-10,New Jersey,other,344,13
2020-05-10,New Jersey,other,623,11
2020-05-10,New Jersey,Essex,667,3
2020-05-10,New Jersey,Hudson,651,1
2020-05-10,New Jersey,other,486,9
2020-05-10,New Jersey,other,755,5
2020-05-10,New Jersey,other,482,8
2020-05-10,New Jersey,other,179,10
2020-05-10,New Jersey,other,512,7
2020-05-10,New Jersey,other,603,4
2020-05-10,New Jersey,other,216,12
2020-05-10,New Jersey,other,585,6
2020-05-10,New Mexico,Bernalillo,144,3
2020-05-10,New Mexico,other,232,100
2020-05-10,New Mexico,McKinley,356,1
2020-05-10,New Mexico,other,36,4
2020-05-10,New Mexico,San Juan,301,2
2020-05-10,Washington,other,357,100
2020-05-10,Washington,King,440,1
2020-05-10,Washington,other,119,4
2020-05-10,Washington,Snohomish,154,3
2020-05-10,Washington,Yakima,593,2
2020-05-10,Connecticut,other,431,100
2020-05-10,Connecticut,Fairfield,1110,1
2020-05-10,Connecticut,Hartford,1194,3
2020-05-10,Connecticut,New Haven,984,2
2020-05-10,Mississippi,other,598,100
2020-05-10,Mississippi,other,20,21
2020-05-10,Mississippi,other,42,14
2020-05-10,Mississippi,other,38,13
2020-05-10,Mississippi,other,51,8
2020-05-10,Mississippi,other,107,7
2020-05-10,Mississippi,other,17,19
2020-05-10,Mississippi,Hinds,105,1
2020-05-10,Mississippi,other,116,10
2020-05-10,Mississippi,other,9,12
2020-05-10,Mississippi,other,76,6
2020-05-10,Mississippi,other,28,20
2020-05-10,Mississippi,Lauderdale,107,2
2020-05-10,Mississippi,other,53,9
